"","VE_susc","Label_testingDiff","t","t_highChange","NonCovid_propSympt","Covid_cumPropSymptInfect_highChange","VE_symptRR_observed","VE_symptOR_observed","VE_symptRR_degUnderNeg_highChange_trueVeff","VE_symptOR_degUnderNeg_highChange_trueVeff","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","totalNum_sims"
"410397",0.55,"highUnequal",77,77,0.2,0.1113,-0.0783767038413878,0.450304774881519,-0.628376703841388,-0.0996952251184811,6313,37154,100
"410744",0.55,"equal",73,73,0.2,0.09764,0.551944197091125,0.589521955497313,0.00194419709112492,0.0395219554973125,11080,36283,100
"411095",0.55,"modUnequal",73,73,0.2,0.09764,0.196860867251929,0.514238396269426,-0.353139132748071,-0.0357616037305744,7315,36283,100
"411446",0.55,"highUnequal",73,73,0.2,0.09764,-0.14226258040106,0.421328763047381,-0.69226258040106,-0.128671236952619,6127,36283,100
"411793",0.55,"equal",69,69,0.2,0.08093,0.54972326370291,0.582685702341459,-0.000276736297089908,0.0326857023414591,11044,35749,100
"412144",0.55,"modUnequal",69,69,0.2,0.08093,0.209156475384133,0.517649382899539,-0.340843524615867,-0.0323506171004606,7268,35749,100
"412495",0.55,"highUnequal",69,69,0.2,0.08093,-0.054788791300711,0.465362026955471,-0.604788791300711,-0.0846379730445295,6040,35749,100
"412854",0.55,"equal",77,77,0.2,0.08972,0.554146341463415,0.591403580695381,0.00414634146341464,0.0414035806953814,11486,37600,100
"413205",0.55,"modUnequal",77,77,0.2,0.08972,0.195422535211268,0.499086333158526,-0.354577464788732,-0.0509136668414745,7803,37600,100
"413556",0.55,"highUnequal",77,77,0.2,0.08972,-0.0715123094958969,0.452588299119503,-0.621512309495897,-0.0974117008804969,6403,37600,100
"413901",0.55,"equal",71,71,0.2,0.07667,0.562558096300428,0.594366171624897,0.0125580963004275,0.0443661716248973,11286,36513,100
"414252",0.55,"modUnequal",71,71,0.2,0.07667,0.191408934707904,0.510832633822553,-0.358591065292096,-0.0391673661774468,7363,36513,100
"414603",0.55,"highUnequal",71,71,0.2,0.07667,-0.00684638425331641,0.492399193675265,-0.556846384253316,-0.0576008063247349,6136,36513,100
"414951",0.55,"equal",68,68,0.2,0.0701,0.566049382716049,0.590200248094985,0.0160493827160493,0.0402002480949849,11250,35739,100
"415302",0.55,"modUnequal",68,68,0.2,0.0701,0.196571428571429,0.511117794486216,-0.353428571428571,-0.0388822055137845,7249,35739,100
"415653",0.55,"highUnequal",68,68,0.2,0.0701,-0.0716463414634145,0.467730092970786,-0.621646341463415,-0.0822699070292139,5917,35739,100
"416013",0.55,"equal",77,77,0.2,0.11338,0.56542572797641,0.606080244320124,0.0154257279764098,0.0560802443201236,11201,37071,100
"416364",0.55,"modUnequal",77,77,0.2,0.11338,0.198504418762746,0.511786255565849,-0.351495581237254,-0.0382137444341513,7527,37071,100
"416715",0.55,"highUnequal",77,77,0.2,0.11338,-0.0708446866485013,0.453008686402416,-0.620844686648501,-0.0969913135975836,6312,37071,100
"417064",0.55,"equal",75,75,0.2,0.11238,0.530720476005691,0.578464031447316,-0.0192795239943087,0.0284640314473159,10957,36594,100
"417415",0.55,"modUnequal",75,75,0.2,0.11238,0.162511542012927,0.498660377092834,-0.387488457987073,-0.0513396229071658,7302,36594,100
"417766",0.55,"highUnequal",75,75,0.2,0.11238,-0.143037177063642,0.418361062630429,-0.693037177063642,-0.131638937369571,6207,36594,100
"418112",0.55,"equal",70,70,0.2,0.07749,0.529527172846773,0.558692477900828,-0.0204728271532274,0.00869247790082772,11298,36134,100
"418463",0.55,"modUnequal",70,70,0.2,0.07749,0.167361111111111,0.496738990055534,-0.382638888888889,-0.053261009944466,7280,36134,100
"418814",0.55,"highUnequal",70,70,0.2,0.07749,-0.0435161009573541,0.48390224607824,-0.593516100957354,-0.0660977539217601,5957,36134,100
"419171",0.55,"equal",76,76,0.2,0.0878,0.567147435897436,0.602619577582206,0.0171474358974358,0.0526195775822064,11464,37462,100
"419522",0.55,"modUnequal",76,76,0.2,0.0878,0.2311414745232,0.533352829700336,-0.3188585254768,-0.016647170299664,7579,37462,100
"419873",0.55,"highUnequal",76,76,0.2,0.0878,-0.128237259816207,0.423744281423221,-0.678237259816207,-0.126255718576779,6378,37462,100
"420218",0.55,"equal",70,70,0.2,0.08016,0.564186725018235,0.591359358309078,0.0141867250182348,0.0413593583090777,11274,36071,100
"420569",0.55,"modUnequal",70,70,0.2,0.08016,0.207296849087894,0.516479866752567,-0.342703150912106,-0.0335201332474331,7334,36071,100
"420920",0.55,"highUnequal",70,70,0.2,0.08016,-0.0441240716470075,0.475926192310469,-0.594124071647008,-0.0740738076895309,6035,36071,100
