,V1,Covid_infect_unvac,Covid_infect_vac,Covid_infect,Covid_propInfect_unvac,Covid_propInfect_vac,Covid_propInfect,Covid_cumInfect_unvac,Covid_cumInfect_vac,Covid_symptInfect_unvac,Covid_symptInfect_vac,Covid_symptInfect,Covid_propSymptInfect_unvac,Covid_propSymptInfect_vac,Covid_propSymptInfect,NonCovid_symptInfect_unvac,NonCovid_symptInfect_vac,NonCovid_symptInfect,NonCovid_propSymptInfect_unvac,NonCovid_propSymptInfect_vac,NonCovid_propSymptInfect,CoInfect_unvac,CoInfect_vac,Sympt_coInfect_unvac,Sympt_coInfect_vac,NeverInfect_unvac,NeverInfect_vac,Covid_cumSymptInfect_unvac,Covid_cumSymptInfect_vac,Covid_cumSymptInfect,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac,Covid_cumPropSymptInfect,NonCovid_cumSymptInfect_covidSusc_unvac,NonCovid_cumSymptInfect_covidSusc_vac,NonCovid_cumSymptInfect_unvac,NonCovid_cumSymptInfect_vac,NonCovid_cumSymptInfect,NonCovid_cumPropSymptInfect_unvac,NonCovid_cumPropSymptInfect_vac,NonCovid_cumPropSymptInfect,Covid_cumSymptExpInfect_tested_unvac,Covid_cumSymptExpInfect_tested_vac,Covid_cumSymptExpInfect_tested,Covid_cumPropSymptExpInfect_tested_unvac,Covid_cumPropSymptExpInfect_tested_vac,Covid_cumPropSymptExpInfect_tested,NonCovid_cumSymptInfect_tested_unvac,NonCovid_cumSymptInfect_tested_vac,NonCovid_cumSymptInfect_tested,NonCovid_cumPropSymptInfect_tested_unvac,NonCovid_cumPropSymptInfect_tested_vac,NonCovid_cumPropSymptInfect_tested,EverTested_unvac,EverTested_vac,CumNum_falsePos_unvac,CumNum_falsePos_vac,CumProp_falsePos_unvac,CumProp_falsePos_vac,CumNum_falseNeg_unvac,CumNum_falseNeg_vac,CumProp_falseNeg_unvac,CumProp_falseNeg_vac,CumNum_misclass_unvac,CumNum_misclass_vac,CumProp_misclass_unvac,CumProp_misclass_vac,VE_symptRR,VE_symptOR,VE_symptSuscOR,VE_symptRR_observed,VE_symptOR_observed,Label_veSusc,Label_veInfect,Label_veJoint,t,TestedStarted_bin,Label_testingDiff,VE_symptRR_degUnder_highChange_trueVeff,VE_symptOR_degUnder_highChange_trueVeff,VE_symptRR_degUnder_highChange_targEst,VE_symptOR_degUnder_highChange_targEst,VE_symptRR_degUnder_peak_trueVeff,VE_symptOR_degUnder_peak_trueVeff,VE_symptRR_degUnder_peak_targEst,VE_symptOR_degUnder_peak_targEst,Covid_cumPropSymptInfect_highChange,Covid_cumPropSymptInfect_peak,Covid_cumPropSymptInfect_final,t_highChange,t_peak,t_end,VE_susc,VE_infect,Covid_probTrans,NonCovid_propSympt,Epi_simNum,Seed_num,Avg_numContacts
12734,50,10159,27245,37404,0.40636,0.363266667,0.37404,12374,33236,3933,10463,14396,0.15732,0.139506667,0.14396,1194,3806,5000,0.04776,0.050746667,0.05,513,1393,206,506,9460,31339,5366,14313,19679,0.21464,0.19084,0.19679,3163,10418,4931,15120,20051,0.19724,0.2016,0.20051,2129,5670,7799,0.08516,0.0756,0.07799,2610,7980,10590,0.1044,0.1064,0.1059,4739,13650,144,386,0.030386157,0.028278388,5,32,0.001055075,0.002344322,149,418,0.031441232,0.030622711,0.11088334,0.130112251,0.190168171,0.112259277,0.128946132,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.012259277,-0.028946132,-0.001375937,0.001166119,-0.008638645,-0.044423667,-0.002756681,0.004032119,0.19679,0.37166,0.57228,49,56,123,0.1,0.2,0.1,0.05,34,144607175,6.00462
13188,51,9366,24953,34319,0.37464,0.332706667,0.34319,11287,30161,3510,9452,12962,0.1404,0.126026667,0.12962,1225,3775,5000,0.049,0.050333333,0.05,448,1268,181,483,10237,33482,4776,12872,17648,0.19104,0.171626667,0.17648,3476,11347,5094,15773,20867,0.20376,0.210306667,0.20867,1839,5220,7059,0.07356,0.0696,0.07059,2734,8249,10983,0.10936,0.109986667,0.10983,4573,13469,120,342,0.02624098,0.02539164,6,20,0.001312049,0.001484891,126,362,0.027553029,0.026876531,0.101619207,0.129585033,0.17437958,0.053833605,0.05922454,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,0.046166395,0.04077546,0.047785602,0.070360493,0.000209455,-0.02880673,0.011189694,0.050771522,0.17648,0.3736,0.57384,50,58,1234,0.1,0.2,0.1,0.05,35,758786208,6.00488
13642,52,8678,23303,31981,0.34712,0.310706667,0.31981,10338,27920,3178,8574,11752,0.12712,0.11432,0.11752,1262,3738,5000,0.05048,0.04984,0.05,423,1143,160,442,10939,34901,4295,11555,15850,0.1718,0.154066667,0.1585,3718,12174,5255,16322,21577,0.2102,0.217626667,0.21577,1695,4568,6263,0.0678,0.060906667,0.06263,2759,8696,11455,0.11036,0.115946667,0.11455,4454,13264,118,313,0.02649304,0.023597708,9,15,0.002020656,0.001130881,127,328,0.028513696,0.024728589,0.103220799,0.133824035,0.178357549,0.101671583,0.144955806,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.001671583,-0.044955806,0.001549216,-0.011131771,-0.010817555,-0.094364899,-0.004238051,-0.004952552,0.1585,0.37719,0.57329,51,60,117,0.1,0.2,0.1,0.05,36,682415346,6.00472
14093,50,8494,22974,31468,0.33976,0.30632,0.31468,10184,27520,3140,8433,11573,0.1256,0.11244,0.11573,1250,3750,5000,0.05,0.05,0.05,414,1149,165,416,11106,35599,4250,11416,15666,0.17,0.152213333,0.15666,3706,11875,5177,15858,21035,0.20708,0.21144,0.21035,1601,4580,6181,0.06404,0.061066667,0.06181,2653,8319,10972,0.10612,0.11092,0.10972,4254,12899,101,295,0.02374236,0.02286999,6,19,0.001410437,0.001472982,107,314,0.025152797,0.024342972,0.104627451,0.123090487,0.161705095,0.046429315,0.087694545,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.053570685,0.012305455,0.058198136,0.035395942,0.016268124,-0.041289101,0.019939545,0.023850498,0.15666,0.37244,0.57329,49,58,137,0.1,0.2,0.1,0.05,37,101217274,6.0047
14545,49,9364,25008,34372,0.37456,0.33344,0.34372,11301,30235,3492,9347,12839,0.13968,0.124626667,0.12839,1259,3741,5000,0.05036,0.04988,0.05,470,1277,177,478,10367,33737,4748,12713,17461,0.18992,0.169506667,0.17461,3332,11018,4969,15283,20252,0.19876,0.203773333,0.20252,1876,5081,6957,0.07504,0.067746667,0.06957,2650,8108,10758,0.106,0.108106667,0.10758,4526,13189,137,357,0.030269554,0.027068011,8,20,0.001767565,0.001516415,145,377,0.032037119,0.028584426,0.107483853,0.129441981,0.190271246,0.097192608,0.11478555,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,equal,0.002807392,-0.01478555,0.010291244,0.014656431,0.009920182,-0.035046803,0.01381414,0.03246523,0.17461,0.37193,0.57124,48,56,128,0.1,0.2,0.1,0.05,38,989553841,6.00454
14999,50,9389,25516,34905,0.37556,0.340213333,0.34905,11423,30988,3535,9670,13205,0.1414,0.128933333,0.13205,1245,3755,5000,0.0498,0.050066667,0.05,466,1255,177,479,10113,33045,4881,13254,18135,0.19524,0.17672,0.18135,3463,10958,5095,15389,20484,0.2038,0.205186667,0.20484,1943,5350,7293,0.07772,0.071333333,0.07293,2669,8064,10733,0.10676,0.10752,0.10733,4612,13414,103,365,0.022333044,0.027210377,5,28,0.001084128,0.002087371,108,393,0.023417173,0.029297749,0.094857611,0.10097463,0.141857613,0.08217533,0.08866293,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.01782467,0.01133707,0.012682281,0.0123117,0.013541433,-0.017716742,0.009873517,0.015335383,0.18135,0.37637,0.57189,49,57,1234,0.1,0.2,0.1,0.05,39,76427779,6.00456
15455,53,9896,26507,36403,0.39584,0.353426667,0.36403,12102,32514,3820,10202,14022,0.1528,0.136026667,0.14022,1238,3762,5000,0.04952,0.05016,0.05,513,1288,187,525,9525,31233,5243,14079,19322,0.20972,0.18772,0.19322,3371,11245,5142,16056,21198,0.20568,0.21408,0.21198,2124,5704,7828,0.08496,0.076053333,0.07828,2803,8503,11306,0.11212,0.113373333,0.11306,4927,14207,154,356,0.031256343,0.02505807,11,24,0.002232596,0.001689308,165,380,0.033488939,0.026747378,0.104901774,0.140023341,0.195008594,0.104833647,0.114729641,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,-0.004833647,-0.014729641,6.81E-05,0.0252937,-0.013813746,-0.047123194,0.002814699,0.038978971,0.19322,0.36607,0.57347,52,59,1234,0.1,0.2,0.1,0.05,4,867771902,6.00546
15906,51,9408,25652,35060,0.37632,0.342026667,0.3506,11420,31130,3602,9664,13266,0.14408,0.128853333,0.13266,1268,3732,5000,0.05072,0.04976,0.05,450,1239,154,447,10166,32539,4897,13203,18100,0.19588,0.17604,0.181,3410,11325,5045,15827,20872,0.2018,0.211026667,0.20872,1971,5239,7210,0.07884,0.069853333,0.0721,2727,8314,11041,0.10908,0.110853333,0.11041,4698,13553,125,363,0.026607067,0.026783738,11,31,0.002341422,0.002287316,136,394,0.028948489,0.029071054,0.101286502,0.14058073,0.188181979,0.113986132,0.128159796,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,-0.013986132,-0.028159796,-0.01269963,0.012420933,-0.002920621,-0.038381089,-0.004766885,0.037986216,0.181,0.38067,0.57418,50,58,1234,0.1,0.2,0.1,0.05,40,179929319,6.0053
16362,54,9056,24504,33560,0.36224,0.32672,0.3356,10937,29486,3322,9221,12543,0.13288,0.122946667,0.12543,1282,3718,5000,0.05128,0.049573333,0.05,473,1201,152,453,10217,33446,4524,12475,16999,0.18096,0.166333333,0.16999,3844,12060,5589,16500,22089,0.22356,0.22,0.22089,1796,4909,6705,0.07184,0.065453333,0.06705,2955,8874,11829,0.1182,0.11832,0.11829,4751,13783,138,316,0.029046517,0.022926794,15,21,0.00315723,0.001523616,153,337,0.032203747,0.02445041,0.080828176,0.065954304,0.121070524,0.088901262,0.089825297,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,equal,0.011098738,0.010174703,-0.008073086,-0.023870993,-0.000152905,-0.011997328,-0.003295147,0.01542362,0.16999,0.36753,0.57336,53,61,1234,0.1,0.2,0.1,0.05,41,54036140,6.00446
16814,53,11709,31152,42861,0.46836,0.41536,0.42861,14812,39654,4698,12532,17230,0.18792,0.167093333,0.1723,1286,3714,5000,0.05144,0.04952,0.05,637,1540,260,602,7503,26169,6699,18014,24713,0.26796,0.240186667,0.24713,2682,9170,4877,14849,19726,0.19508,0.197986667,0.19726,2698,7453,10151,0.10792,0.099373333,0.10151,2708,7953,10661,0.10832,0.10604,0.10661,5406,15406,201,453,0.03718091,0.029404128,16,38,0.002959674,0.002466571,217,491,0.040140585,0.0318707,0.103647311,0.116806775,0.213516495,0.079194465,0.05939593,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,0.020805535,0.04060407,0.024452846,0.057410845,0.008387775,-0.003174838,0.008982016,0.044086684,0.24713,0.37548,0.57051,52,57,1234,0.1,0.2,0.1,0.05,42,640261020,6.00484
17263,49,9380,25407,34787,0.3752,0.33876,0.34787,11412,30734,3521,9641,13162,0.14084,0.128546667,0.13162,1268,3732,5000,0.05072,0.04976,0.05,487,1278,177,528,10313,33336,4834,13107,17941,0.19336,0.17476,0.17941,3272,10923,4853,15173,20026,0.19412,0.202306667,0.20026,1953,5296,7249,0.07812,0.070613333,0.07249,2590,7935,10525,0.1036,0.1058,0.10525,4543,13231,114,345,0.025093551,0.026075127,6,16,0.001320713,0.001209281,120,361,0.026414264,0.027284408,0.096193628,0.132767616,0.187790594,0.096091483,0.114887312,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,equal,0.003908517,-0.014887312,0.000102145,0.017880303,-0.024088118,-0.072736801,-0.027552171,-0.009040328,0.17941,0.37846,0.57441,48,56,1234,0.1,0.2,0.1,0.05,43,109019788,6.00466
17717,50,9470,25968,35438,0.3788,0.34624,0.35438,11502,31609,3585,9721,13306,0.1434,0.129613333,0.13306,1246,3754,5000,0.04984,0.050053333,0.05,475,1262,199,457,10131,32500,4863,13360,18223,0.19452,0.178133333,0.18223,3363,10885,4976,15527,20503,0.19904,0.207026667,0.20503,1914,5342,7256,0.07656,0.071226667,0.07256,2663,8170,10833,0.10652,0.108933333,0.10833,4577,13512,136,396,0.029713786,0.029307282,13,26,0.002840288,0.001924216,149,422,0.032554075,0.031231498,0.084241552,0.119569646,0.15120928,0.069662139,0.090273051,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.030337861,0.009726949,0.014579413,0.029296595,0.025711314,0.006683078,0.012325744,0.050591443,0.18223,0.38187,0.57087,49,57,1234,0.1,0.2,0.1,0.05,44,655296734,6.00472
18172,52,9020,24647,33667,0.3608,0.328626667,0.33667,10869,29615,3419,9131,12550,0.13676,0.121746667,0.1255,1285,3715,5000,0.0514,0.049533333,0.05,467,1190,191,459,10535,33651,4642,12407,17049,0.18568,0.165426667,0.17049,3593,11727,5225,16149,21374,0.209,0.21532,0.21374,1888,4852,6740,0.07552,0.064693333,0.0674,2759,8611,11370,0.11036,0.114813333,0.1137,4647,13463,124,306,0.026683882,0.022728961,8,27,0.001721541,0.002005497,132,333,0.028405423,0.024734457,0.109076547,0.135226632,0.181097988,0.143361582,0.176588528,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.043361582,-0.076588528,-0.034285034,-0.041361896,0.003958718,-0.031027369,-0.008234076,0.007033319,0.17049,0.3654,0.57156,51,59,135,0.1,0.2,0.1,0.05,45,593545095,6.00528
18625,52,10160,27608,37768,0.4064,0.368106667,0.37768,12392,33769,4003,10512,14515,0.16012,0.14016,0.14515,1231,3769,5000,0.04924,0.050253333,0.05,485,1362,188,511,9327,30530,5471,14517,19988,0.21884,0.19356,0.19988,3277,10695,5104,15689,20793,0.20416,0.209186667,0.20793,2182,5874,8056,0.08728,0.07832,0.08056,2744,8380,11124,0.10976,0.111733333,0.11124,4926,14254,142,389,0.028826634,0.027290585,9,30,0.00182704,0.002104672,151,419,0.030653674,0.029395257,0.115518187,0.136771909,0.186971416,0.102658112,0.118506155,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.002658112,-0.018506155,0.012860075,0.018265754,-0.01786852,-0.06374072,-0.00637819,0.007683579,0.19988,0.3759,0.57257,51,58,126,0.1,0.2,0.1,0.05,46,618338901,6.00454
19076,50,8790,23991,32781,0.3516,0.31988,0.32781,10632,28852,3244,8808,12052,0.12976,0.11744,0.12052,1205,3795,5000,0.0482,0.0506,0.05,420,1224,146,439,10821,34607,4461,11924,16385,0.17844,0.158986667,0.16385,3544,11534,5096,15755,20851,0.20384,0.210066667,0.20851,1784,4735,6519,0.07136,0.063133333,0.06519,2691,8361,11052,0.10764,0.11148,0.11052,4475,13096,133,351,0.02972067,0.026802077,12,21,0.002681564,0.001603543,145,372,0.032402235,0.02840562,0.109018905,0.135428817,0.178696809,0.115284006,0.145758615,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.015284006,-0.045758615,-0.006265101,-0.010329798,-0.013451935,-0.05853065,-0.000667941,0.021682534,0.16385,0.35994,0.57174,49,57,132,0.1,0.2,0.1,0.05,47,691478613,6.00494
19529,50,9284,25480,34764,0.37136,0.339733333,0.34764,11271,30714,3452,9562,13014,0.13808,0.127493333,0.13014,1287,3713,5000,0.05148,0.049506667,0.05,485,1227,175,423,10263,33192,4772,13010,17782,0.19088,0.173466667,0.17782,3464,11086,5136,15438,20574,0.20544,0.20584,0.20574,1973,5069,7042,0.07892,0.067586667,0.07042,2751,8141,10892,0.11004,0.108546667,0.10892,4724,13210,146,344,0.030906012,0.026040878,18,19,0.00381033,0.001438304,164,363,0.034716342,0.027479182,0.0912266,0.09299258,0.148117159,0.143605339,0.131823469,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.043605339,-0.031823469,-0.052378739,-0.038830889,-0.029851288,-0.069183942,-0.040028543,-0.044737111,0.17782,0.37462,0.57254,49,57,135,0.1,0.2,0.1,0.05,48,142164585,6.00486
19981,49,9456,24973,34429,0.37824,0.332973333,0.34429,11387,30175,3571,9312,12883,0.14284,0.12416,0.12883,1277,3723,5000,0.05108,0.04964,0.05,486,1267,181,450,10276,33697,4843,12642,17485,0.19372,0.16856,0.17485,3337,11118,4913,15409,20322,0.19652,0.205453333,0.20322,1917,5125,7042,0.07668,0.068333333,0.07042,2638,8146,10784,0.10552,0.108613333,0.10784,4555,13271,121,385,0.026564215,0.029010625,8,31,0.001756312,0.00233592,129,416,0.028320527,0.031346545,0.129878175,0.167712014,0.216514697,0.108850635,0.134230779,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,equal,-0.008850635,-0.034230779,0.02102754,0.033481235,-0.006341754,-0.059352391,0.008113911,0.030213451,0.17485,0.37294,0.57335,48,56,1234,0.1,0.2,0.1,0.05,49,226782106,6.00492
20435,50,9509,25825,35334,0.38036,0.344333333,0.35334,11535,31261,3541,9633,13174,0.14164,0.12844,0.13174,1266,3734,5000,0.05064,0.049786667,0.05,472,1292,175,443,10075,32861,4850,13211,18061,0.194,0.176146667,0.18061,3388,10870,5047,15400,20447,0.20188,0.205333333,0.20447,1855,5326,7181,0.0742,0.071013333,0.07181,2681,8151,10832,0.10724,0.10868,0.10832,4536,13477,129,377,0.028439153,0.027973585,7,22,0.00154321,0.001632411,136,399,0.029982363,0.029605995,0.092027491,0.107297938,0.150999763,0.04294699,0.055627854,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.05705301,0.044372146,0.049080501,0.051670084,-0.002688766,-0.061098537,-0.003689806,-0.010944833,0.18061,0.37978,0.57347,49,57,133,0.1,0.2,0.1,0.05,5,306918986,6.00534
20888,50,10437,28647,39084,0.41748,0.38196,0.39084,12949,35248,4139,11100,15239,0.16556,0.148,0.15239,1267,3733,5000,0.05068,0.049773333,0.05,522,1445,210,536,9011,29828,5790,15421,21211,0.2316,0.205613333,0.21211,3037,9917,4807,14944,19751,0.19228,0.199253333,0.19751,2305,6155,8460,0.0922,0.082066667,0.0846,2613,7936,10549,0.10452,0.105813333,0.10549,4918,14091,148,395,0.030093534,0.028032077,11,36,0.002236682,0.002554822,159,431,0.032330216,0.030586899,0.112204951,0.143275401,0.18436012,0.109906001,0.120785427,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.009906001,-0.020785427,0.00229895,0.022489975,0.009682988,-0.012011149,-0.003869296,0.021342,0.21211,0.36333,0.57321,49,55,1234,0.1,0.2,0.1,0.05,50,238956782,6.00486
21341,50,9657,25858,35515,0.38628,0.344773333,0.35515,11711,31585,3634,9924,13558,0.14536,0.13232,0.13558,1273,3727,5000,0.05092,0.049693333,0.05,496,1287,194,493,9894,32669,4999,13654,18653,0.19996,0.182053333,0.18653,3392,10739,5140,15131,20271,0.2056,0.201746667,0.20271,2084,5459,7543,0.08336,0.072786667,0.07543,2696,8005,10701,0.10784,0.106733333,0.10701,4780,13464,162,324,0.033891213,0.024064171,8,21,0.00167364,0.001559715,170,345,0.035564854,0.025623886,0.089551244,0.072161799,0.137282192,0.126839411,0.117786029,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.026839411,-0.017786029,-0.037288168,-0.04562423,-0.019152555,-0.044535866,-0.01855025,-0.015011857,0.18653,0.35817,0.57519,49,56,1234,0.1,0.2,0.1,0.05,51,644574962,6.00524
21796,52,9075,24673,33748,0.363,0.328973333,0.33748,11000,29770,3408,9311,12719,0.13632,0.124146667,0.12719,1216,3784,5000,0.04864,0.050453333,0.05,452,1289,183,482,10400,33694,4675,12602,17277,0.187,0.168026667,0.17277,3598,11528,5296,16054,21350,0.21184,0.214053333,0.2135,1878,4973,6851,0.07512,0.066306667,0.06851,2820,8511,11331,0.1128,0.11348,0.11331,4698,13484,133,347,0.028309919,0.025734204,9,21,0.001915709,0.001557401,142,368,0.030225628,0.027291605,0.101461676,0.110752654,0.158672565,0.117323394,0.122612608,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.017323394,-0.022612608,-0.015861718,-0.011859955,0.011445087,-0.015464024,0.009484302,0.011480837,0.17277,0.36729,0.572,51,59,1234,0.1,0.2,0.1,0.05,52,140103245,6.00478
22247,50,9718,26439,36157,0.38872,0.35252,0.36157,11863,32285,3699,10049,13748,0.14796,0.133986667,0.13748,1207,3793,5000,0.04828,0.050573333,0.05,451,1319,173,478,9875,31999,5127,13851,18978,0.20508,0.18468,0.18978,3262,10706,4913,15403,20316,0.19652,0.205373333,0.20316,2087,5487,7574,0.08348,0.07316,0.07574,2569,8196,10765,0.10276,0.10928,0.10765,4656,13683,145,395,0.031142612,0.028867938,11,24,0.002362543,0.001754001,156,419,0.033505155,0.03062194,0.099473376,0.138293715,0.17685844,0.123622425,0.175909959,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.023622425,-0.075909959,-0.024149048,-0.037616244,-0.026770215,-0.089607243,-0.02253184,-0.022401647,0.18978,0.36423,0.5723,49,56,1234,0.1,0.2,0.1,0.05,53,207583395,6.00502
22703,53,10427,28326,38753,0.41708,0.37768,0.38753,12805,34894,4124,11003,15127,0.16496,0.146706667,0.15127,1240,3760,5000,0.0496,0.050133333,0.05,506,1382,201,535,9004,29609,5637,15285,20922,0.22548,0.2038,0.20922,3190,10488,5067,15615,20682,0.20268,0.2082,0.20682,2248,6226,8474,0.08992,0.083013333,0.08474,2754,8321,11075,0.11016,0.110946667,0.11075,5002,14547,138,427,0.027588964,0.029353131,15,30,0.0029988,0.002062281,153,457,0.030587765,0.031415412,0.096150435,0.12011417,0.175263125,0.076809015,0.083354895,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,0.023190985,0.016645105,0.019341419,0.036759274,0.008724155,-0.026049358,0.007739139,0.031626977,0.20922,0.3847,0.57177,52,59,1234,0.1,0.2,0.1,0.05,54,904154015,6.00482
23154,51,9018,24153,33171,0.36072,0.32204,0.33171,10787,29151,3383,9022,12405,0.13532,0.120293333,0.12405,1232,3768,5000,0.04928,0.05024,0.05,469,1175,175,451,10633,34073,4548,12285,16833,0.18192,0.1638,0.16833,3579,11767,5140,15993,21133,0.2056,0.21324,0.21133,1814,4903,6717,0.07256,0.065373333,0.06717,2678,8469,11147,0.10712,0.11292,0.11147,4492,13372,134,323,0.02983081,0.024154951,4,25,0.000890472,0.001869578,138,348,0.030721282,0.026024529,0.099604222,0.131863759,0.178418503,0.099044469,0.145320966,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,0.000955531,-0.045320966,0.000559753,-0.013457207,-0.011567107,-0.094716473,-0.017780075,-0.029674924,0.16833,0.3661,0.57477,50,58,135,0.1,0.2,0.1,0.05,55,624272764,6.005
23606,50,9170,25053,34223,0.3668,0.33404,0.34223,11164,30208,3330,9366,12696,0.1332,0.12488,0.12696,1308,3692,5000,0.05232,0.049226667,0.05,480,1218,197,427,10311,33721,4608,12681,17289,0.18432,0.16908,0.17289,3523,11063,5194,15551,20745,0.20776,0.207346667,0.20745,1826,5026,6852,0.07304,0.067013333,0.06852,2726,8204,10930,0.10904,0.109386667,0.1093,4552,13230,107,334,0.023506151,0.025245654,7,10,0.001537786,0.000755858,114,344,0.025043937,0.026001512,0.082682292,0.080853673,0.123643599,0.082511866,0.085419556,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.017488134,0.014580444,0.000170426,-0.004565883,0.015171039,-0.00861375,0.00705224,0.024748919,0.17289,0.37035,0.57144,49,57,1234,0.1,0.2,0.1,0.05,56,995867739,6.00518
24061,52,10366,27954,38320,0.41464,0.37272,0.3832,12746,34401,3991,10899,14890,0.15964,0.14532,0.1489,1220,3780,5000,0.0488,0.0504,0.05,488,1428,200,517,9071,30202,5539,15057,20596,0.22156,0.20076,0.20596,3180,10390,5043,15500,20543,0.20172,0.206666667,0.20543,2241,6012,8253,0.08964,0.08016,0.08253,2694,8219,10913,0.10776,0.109586667,0.10913,4935,14231,137,393,0.027760892,0.027615768,8,32,0.001621074,0.002248612,145,425,0.029381966,0.029864381,0.093879762,0.115568188,0.168008944,0.105756359,0.120662233,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.005756359,-0.020662233,-0.011876597,-0.005094045,0.002612652,-0.032015959,-0.003708182,0.012472206,0.20596,0.38283,0.57433,51,58,1234,0.1,0.2,0.1,0.05,57,177960446,6.00424
24513,51,10496,28194,38690,0.41984,0.37592,0.3869,12925,34739,4099,10934,15033,0.16396,0.145786667,0.15033,1276,3724,5000,0.05104,0.049653333,0.05,544,1425,207,564,9047,30056,5679,15190,20869,0.22716,0.202533333,0.20869,3023,10200,4859,15148,20007,0.19436,0.201973333,0.20007,2239,6155,8394,0.08956,0.082066667,0.08394,2509,8064,10573,0.10036,0.10752,0.10573,4748,14219,185,417,0.038963774,0.029326957,12,18,0.00252738,0.001265912,197,435,0.041491154,0.030592869,0.108411105,0.142019321,0.20727258,0.083668304,0.144688905,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,0.016331696,-0.044688905,0.024742801,-0.002669583,0.00921281,-0.065192628,0.020866422,0.00834402,0.20869,0.36031,0.57382,50,56,121,0.1,0.2,0.1,0.05,58,190607517,6.00534
24967,52,10305,28111,38416,0.4122,0.374813333,0.38416,12766,34748,3961,10735,14696,0.15844,0.143133333,0.14696,1266,3734,5000,0.05064,0.049786667,0.05,519,1393,192,537,9016,29888,5571,15046,20617,0.22284,0.200613333,0.20617,3215,10357,5084,15376,20460,0.20336,0.205013333,0.2046,2293,6060,8353,0.09172,0.0808,0.08353,2717,8219,10936,0.10868,0.109586667,0.10936,5010,14279,149,427,0.029740519,0.029904055,14,34,0.002794411,0.002381119,163,461,0.03253493,0.032285174,0.099742715,0.107002855,0.161631601,0.119058003,0.126346487,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.019058003,-0.026346487,-0.019315287,-0.019343633,0.000457485,-0.028320022,-0.008400735,-0.01079397,0.20617,0.35913,0.56902,51,57,1234,0.1,0.2,0.1,0.05,59,909943590,6.00486
